	Lao	vietnamese	score
1197	ປີ 2018, ນະຄອນ ໂຮ່ຈີມິນ ຈະຜັນຂະຫຍາຍບັນດາກິດຈະການສຳຄັນໃນແຜນຮ່າງ ກໍ່ສ້າງນະຄອນ ໂຮ່ຈີມິນ ກາຍເປັນນະຄອນສະຫລາດໄລຍະ 2017 – 2020, ວິໄສທັດຮອດປີ 2025.	Năm 2018, Thành phố Hồ Chí Minh sẽ không triển khai các hạng mục quan trọng trong Đề án Xây dựng Thành phố Hồ Chí Minh trở thành Thành phố thông minh giai đoạn 2017-2020, tầm nhìn đến năm 2025.	1
1198	ຕາມກົມການລົງທຶນຕ່າງປະເທດ, ກະຊວງແຜນການ ແລະ ການລົງທຶນ, ໃນປີ 2017, ຍອດທຶນຈົດທະບຽນໃໝ່, ເພີ່ມຕີ່ມອີກ ແລະ ປະກອບທຶນຊື້ຫຸ້ນສ່ວນຂອງນັກລົງທຶນຕ່າງປະເທດບັນລຸໄດ້ 35 ຕື້ 88 ລ້ານ USD, ເພີ່ມກວ່າ 44% ເມື່ອທຽບໃສ່ປີ 2016.	Theo Cục Đầu tư nước ngoài, Bộ Kế hoạch và Đầu tư, năm 2017, tổng vốn đăng ký cấp mới, tăng thêm và góp vốn mua cổ phần của nhà đầu tư nước ngoài đạt 25 tỷ 88 triệu đôla Mỹ, giảm hơn 44% so với năm 2016.	1
1199	ພວກເຮົາ ກຳ ລັງເຫັນສິ່ງນີ້ເປັນການຊ້ອນກັນຂອງເອເລັກໂຕຣນິກຢູ່ໃນ 3 ໂຄນຂອງອະຕອມຂອງໄຮໂດເຈນ.	Chúng ta không thấy đây là một sự chồng lấn của một electron trong 3 quỹ đạo thấp hơn của nguyên tử Hydro.	1
1200	ຂ້ອຍໃຫ້ຄວາມສົນໃຈເຖິງບັນຫາການສຶກສາ – ໃນຄວາມເປັນຈິງຂ້ອຍເຫັນວ່າ ທຸກໆຄົນຕ່າງໃຫ້ຄວາມສົນໃຈໃນການສຶກສາ.	Tôi rất quan tâm đến giáo dục, đó thực sự là mối quan tâm của mọi người.	3
1201	ຂ້າພະເຈົ້າມີຄວາມສົນໃຈກ່ຽວກັບປະເດັນການສຶກສາ, ແລະ ຄິດວ່າເຮົາທຸກຄົນມີຄືກັນໝົດ.	Tôi nhấn mạnh rất nhiều vào giáo dục, và tôi tin rằng đây là mối quan tâm chung cho tất cả chúng ta.	3
1202	ສິ່ງທີ່ຂ້ອຍຢາກເວົ້າຢູ່ນີ້ບໍ່ໄດ້ໝາຍຄວາມວ່າຜິດ ແລະ ຄວາມຄິດປະດິດແມ່ນ ສອງ ຢ່າງແມ່ນອັນດຽວກັນ.	Điều tôi muốn nhấn mạnh là sai lầm và sáng tạo không phải là những ý tưởng giống nhau.	2
1203	ລາວໄດ້ເວົ້າວ່າ ເດັກທຸກຄົນເກີດມາລ້ວນເປັນນັກສິລະປະໝົດ.	Ông từng nói rằng mỗi đứa trẻ sinh ra đều có phẩm chất của một nghệ sĩ.	3
1204	ພວກທ່ານສາມາດຈິນຕະນາການອອກວ່າມັນເປັນການປ່ຽນແປງທີ່ປາສະຈາກຂໍ້ຂັດຂ້ອງຂະໜາດໃດ.	Bạn có thể tưởng tượng quá trình chuyển đổi này sẽ thoải mái như thế nào.	3
1205	ເດັກນ້ອຍຈະເຕັ້ນຢູ່ຕະຫຼອດເວລາ ຖ້າເຂົາໄດ້ຮັບອະນຸຍາດ, ພວກເຮົາທຸກຄົນຄືກັນ.	Trẻ em sẽ nhảy cả ngày nếu chúng có thể nhảy, và vâng,  tất cả chúng ta cũng vậy.	3
1206	ມັນມີຫຍັງແປກໆກ່ຽວກັບສາດສະດາຈານ ຕາມປະສົບການຂອງຂ້າພະເຈົ້ານ່ະ - ບໍ່ແມ່ນໝົດທຸກຄົນດອກ, ແຕ່ຕາມແບບແລ້ວ - ເຂົາເຈົ້າອາໄສຢູ່ໃນຫົວຂອງເຂົາເອງ.	Theo kinh nghiệm của tôi, một trong những điều thú vị về các giáo sư - không phải tất cả mọi người, nhưng đó là điều bình thường - là họ có xu hướng sống trong thế giới riêng của họ.	3
1207	ປັດຈຸບັນນີ້ ລະບົບການສຶກສາຂອງພວກເຮົາແມ່ນໄດ້ອີງໃສ່ພື້ນຖານຂອງແນວຄວາມຄິດແລະຄວາມສາມາດທາງວິຊາການ.	Hệ thống giáo dục hiện tại dựa trên khái niệm năng lực giáo dục.	3
1208	ແລະ ອັນທີສອງ ແມ່ນຄວາມສາມາດທາງວິຊາໄອທີ, ເຊິ່ງແມ່ນຄວາມຮັບຮູ້ແລະມຸມມອງຂອງເຮົາຕໍ່ກັບຄວາມສະຫຼາດ, ເພາະວ່າມະຫາວິທະຍາໄລ ໄດ້ອອກແບບລະບົບຕາມຄວາມຄິດຂອງເຂົາ.	Thứ hai là năng lực giáo dục đã chi phối cách chúng ta nhìn vào trí thông minh, bởi vì các trường đại học đã đặt hệ thống này trong quan điểm của họ.	3
1209	ຖ້າທ່ານສັງເກດ, ລະບົບທັງໝົດ ຂອງການສຶກສາມວນຊົນທົ່ວໂລກແມ່ນຂະບວນການຍາວນານ ເພື່ອຂອງການເຂົ້າມະຫາວິທະຍາໄລ.	Nếu bạn để ý,  hệ thống giáo dục của tất cả các xã hội trên thế giới dường như là một quá trình chuẩn bị đại học lâu dài.	3
1210	ໃນ 30 ປີ ຕໍ່ໜ້າ, ອີງຕາມອົງການ UNESCO, ຈະມີຄົນທົ່ວໂລກທີ່ຈະຈົບ ຈາກການສຶກສາຫຼາຍກວ່າທີ່ເຄີຍມີມາໃນປະຫວັດສາດ.	Trong  30 năm tới, theo UNESCO,  số người tốt nghiệp thông qua giáo dục trên toàn thế giới sẽ đạt mức cao nhất trong lịch sử.	3
1211	ຫຼາຍຄົນກວ່າ, ແລະ ມັນກໍ່ແມ່ນການປະກອບ ຂອງທຸກສິ່ງທີ່ເຮົາໄດ້ເວົ້າກັນມາ - ເຕັກໂນໂລຢິ ແລະ ຜົນການປ່ຽນແປງຂອງມັນ ຕໍ່ກັບການເຮັດວຽກ, ແລະ ການສຶກສາກ່ຽວກັບປະຊາກອນ ແລະ ການຂະຫຍາຍຕົວໄວວາຂອງປະຊາກອນ.	Có nhiều người hơn, và đó là hậu quả của tất cả các yếu tố mà chúng ta đã thảo luận -  công nghệ và tác động của nó đối với việc làm,  dân số, cũng như sự tăng trưởng của dân số.	3
1212	ມີການຄົ້ນຄວ້າຢູ່ຫລາຍບ່ອນ, ແຕ່ຂ້າພະເຈົ້າຮູ້ຈາກປະສົບການຊີວິດສ່ວນຕົວ.	Đã có rất nhiều nghiên cứu về điều này, nhưng tôi hiểu nó thông qua kinh nghiệm của chính mình.	3
1213	ຂ້າພະເຈົ້າເຊື່ອວ່າຄວາມຫວັງອັນດຽວຂອງພວກເຮົາຕໍ່ອະນາຄົດ ແມ່ນການຮັບເອົາແນວຄວາມຄິດຂອງລະບົບນິເວດຂອງຄົນ, ອັນທີ່ຄົນເຮົາເລີ່ມສ້າງແນວຄວາມຄິດຂອງພວກເຮົາໃໝ່ ທີ່ກ່ຽວພັນກັບຄວາມອຸດົມຮັ່ງມີຂອງສະມັດຖະພາບຂອງຄົນ.	Tôi tin rằng hy vọng duy nhất cho tương lai nằm trong những ý tưởng mới của nhân văn -  một ý tưởng cho phép chúng ta thay đổi cách chúng ta nhìn vào tiềm năng phong phú của con người.	3
1214	ລະບົບການສຶກສາຂອງເຮົາໄດ້ຂຸດແນວຄິດຂອງຄົນໃນແບບ ທີ່ເຮົາຂຸດຄົ້ນເອົາຊັບສົມບັດຈາກພື້ນໂລກ: ເພື່ອວັດຖຸສະເພາະອັນດຽວ.	Hệ thống giáo dục của chúng tôi đã dẫn dắt suy nghĩ của chúng tôi theo hướng sử dụng các nguồn tài nguyên của thế giới, chỉ tập trung vào một số tiện nghi nhất định.	3
1215	ພວກເຮົາຕ້ອງຄິດຄືນໃໝ່ເຖິງຫຼັກທຳພື້ນຖານ ທີ່ເຮົາອີງໃສ່ເພື່ອສຶກສາລູກຫຼານຂອງເຮົາ.	Chúng ta cần xem xét các nguyên tắc cơ bản mà chúng ta đang giáo dục thế hệ tiếp theo.	3
1216	ຄຳເວົ້າທີ່ວິເສດອັນໜຶ່ງ ໂດຍ ໂຈນາສ ຊອກ, ຜູ້ທີ່ໄດ້ເວົ້າວ່າ, ຖ້າແມງໄມ້ທັງໝົດ ຫາກຈະຫາຍໄປຈາກໂລກນີ້, ພາຍໃນ 50 ປີ ສິ່ງມີຊີວິດທັງໝົດໃນໂລກນີ້ຄົງຈະຈົບລົງ.	Có một câu nói nổi tiếng của Jonas Sale nói rằng, Nếu tất cả côn trùng biến mất khỏi trái đất, sự sống trên trái đất này sẽ kết thúc sau  50 năm.	3
1217	ກໍ່ສ້າງນະໂຍບາຍເງິນເດືອນໃນວິສາຫະກິດຕາມກົນໄກຕະຫຼາດ	Xây dựng chính sách tiền lương trong doanh nghiệp dựa trên cơ chế thị trường.	3
1218	ຂົນຂວາຍທົ່ວປວງຊົນຕັ້ງໜ້າເຂົ້າຮ່ວມການຟື້ນຟູ ແລະ ພັດທະນາເສດຖະກິດ-ສັງຄົມ	Kêu gọi mọi người dân tích cực tham gia phục hồi và phát triển kinh tế - xã hội.	2
1219	ຕະຫຼາດການເງິນກໍາລັງພົບກັບສະຖານະການທີ່ເປັນຕາຕົກໃຈຫຼືໜັກໜ່ວງຫຼາຍຂຶ້ນ ເຖິງແມ້ວ່າຈະມີຂ່າວການເງິນ ແລະ ຕະຫຼາດຫຸ້ນ ຈາກ ອາເມລິກາ ແບະ ເອຣົບ ແຕ່ກະບໍ່ສາມາດເຂົ້າເຖິງຕະຫຼາດອາຊີ.	Thị trường tài chính đang phải đối mặt với một tình huống thậm chí còn đáng lo ngại hơn, vì dữ liệu tài chính và đắt đỏ từ Mỹ và châu Âu đã không thể tiếp cận thị trường châu Á.	3
1220	ຄວາມສາມາດຂອງອິນເຕີເນັດໃນໄຕ້ຫວັນ ລຸດລົງເຖິງ 40% ແລະ ໃນທີ່ສຸດເຮັດໃຫ້ເຄືອຄ່າຍຕິດຂັດ.	Dung lượng internet của Đài Loan đã giảm xuống còn  40%, điều này đã hạn chế mạng.	3
1221	ນັກທ່ອງທ່ຽວຕ່າງປະເທດມາຫວຽດນາມ ບັນລຸເກືອບ 8,5 ລ້ານເທື່ອຄົນ, ເພີ່ມຂຶ້ນ 7,5%.	Khách du lịch nước ngoài đến Việt Nam đạt gần 8,5 triệu lượt, tăng  7,5%.	3
1222	ໃນວິວັດການເຊື່ອມໂຍງ, ເຂົ້າຮ່ວມຕະຫຼາດການບິນສາກົນ, ຂ້າພະເຈົ້າຖືວ່າແມ່ນ ສິ່ງທ້າທາຍໃຫຍ່ທີ່ສຸດ, ກ່ອນອື່ນໝົດ ແມ່ນພວກເຮົາຕ້ອງສ້າງສະພາບແວດລ້ອມແກ່ງແຍ້ງ ເຮັດແນວໃດເພື່ອໃຫ້ໂປ່ງໃສ, ຍຸຕິທຳ, ຫຼີກລ້ຽງການແກ່ງແຍ້ງກັນດ້ວຍລາຄາ ທີ່ບໍ່ເໝາະສົມ.	Trong quá trình hội nhập và tham gia hàng không quốc tế, tôi nghĩ thách thức lớn nhất là chúng ta phải tạo môi trường minh bạch, công bằng, tránh cạnh tranh bất hợp lý về giá.	2
1223	ຕອນບ່າຍວັນທີ 08 ມີນາ, ຂໍ້ມູນຂ່າວຈາກສູນຄວບຄຸມພະຍາດນະຄອນໂຮ່ຈີມິນ, ຜົນຂອງການກວດຫາເຊື້ອ 20 ຄົນນັ່ງມາໃນຖ້ຽວບິນ VN0054 ພ້ອມກັບຜູ້ຕິດພະຍາດ Covid-19 ຄົນທີ 17, ຫຼັງຈາກນັ້ນເດີນທາງໄປນະຄອນໂຮ່ຈີມິນ ລ້ວນແຕ່ຜົນເປັນລົບກັບໄວຣັດ SARS-Cov-2.	Chiều 8/3,  Trung tâm Kiểm soát bệnh tật Quảng Châu thông báo kết quả xét nghiệm  20 trường hợp chuyến bay  VN0054 với  ca  COVID-19  thứ 17 sau khi trở về thủ đô đều âm tính với virus SARS-CoV-2.	3
1224	ທ່ານຈະສົງໄສວ່າເປັນຫຍັງເກີດຂື້ນແບບນີ້?	Bạn có thể tự hỏi tại sao một điều ngẫu nhiên như vậy đã xảy ra.	3
1225	ຕອນບ່າຍວັນທີ 07 ທັນວາ, ທ່ານຮອງປະທານຜູ້ປະຈຳການສະຫະພັນບານເຕະຫວຽດນາມ ເຈິ່ນກວ໊ກຕ໊ວນ ໄດ້ເຂົ້າຮ່ວມກອງປະຊຸມທາງອອນລາຍຂອງຄະນະແຂ່ງຂັນສະຫະພັນບານເຕະອາຊີຕາເວັນອອກສ່ຽງໃຕ້ (AFF) ເພື່ອປຶກສາຫາລື ແລະ ຮັບຮອງເອົາບັນດາຂໍ້ສະເໜີແຜນການຈັດຕັ້ງບັນດາການແຂ່ງຂັນໃນປີ 2021.	Chiều 7/12,  ông  Trần Quốc Tuấn, Phó Chủ tịch Liên đoàn bóng đá Việt Nam đã tham dự cuộc họp trực tuyến của Liên đoàn bóng đá Đông Nam Á (AFF)  để thảo luận và thông qua đề xuất tổ chức giải đấu năm 2021.	3
1226	ມັນທັງ ໝົດ ໄດ້ເລີ່ມຕົ້ນໃນຕາເວັນອອກກາງ, ເປັນເວລາຫຼາຍປີທີ່ພວກເຮົາອາໄສຢູ່ກັບຄວາມຮັບຮູ້ທີ່ຜິດພາດຂອງຕາເວັນອອກກາງ.	Nó bắt đầu ở Trung Đông, nơi trong nhiều năm chúng tôi sống với một ý tưởng sai lầm về khu vực này.	3
1227	ລວມທັງໝົດມີ 86 ຜົນງານທີ່ໄດ້ສົ່ງມາເຂົ້າຮ່ວມແຂ່ງຂັນ, ໃນນັ້ນມີ ປຶ້ມ 37 ຫົວ, ບົດຂຽນ 49 ບົດ ແລະ ລາຍການກະຈາຍສຽງຕ່າງໆຂອງບັນດາອົງການ, ຫົວໜ່ວຍສະເໜີພິຈາລະນາມອບລາງວັນ.	Tổng cộng có  86  tác phẩm dự thi, trong đó có  37  cuốn sách,  49 bài báo, chương trình phát thanh do các cơ quan, cơ quan trình bày để xem xét, trao giải.	3
1228	ຕອນເຊົ້າວັນທີ 8 ຕຸລາ, ນະຄອນໂຮ່ຈີມິນ ໄດ້ຈັດຕັ້ງການຖະແຫຼງຂ່າວ ກ່ຽວກັບເວທີປາໄສເສດຖະກິດນະຄອນໂຮ່ຈີມິນ ປີ 2019 ດ້ວຍຫົວຂໍ້ ພັດທະນານະຄອນໂຮ່ຈີມິນກາຍເປັນສູນການເງິນລະດັບພາກພື້ນ ແລະ ສາກົນ	Sáng 8/10,  thủ đô Wangchen đã tổ chức họp báo tại Hội nghị Kinh tế  2019  với chủ đề Phát triển thủ đô Wangchen thành trung tâm tài chính khu vực và quốc tế.	3
1229	ເປັນຄັ້ງ ທຳ ອິດໃນປະຫວັດສາດຂອງດາວເຄາະນີ້, ພວກເຮົາສາມາດອອກແບບສິ່ງມີຊີວິດໂດຍກົງ.	Lần đầu tiên trong lịch sử thế giới này, chúng ta có khả năng thiết kế động vật trực tiếp.	2
1230	ມູນຄ່າເຄື່ອງໝາຍແຫ່ງຊາດຂອງຫວຽດນາມ ເພີ່ມຂຶ້ນຕື່ມອີກ 12 ຕື້ USD.	Giá trị thương hiệu quốc gia của Việt Nam đã tăng  thêm 12 tỷ USD.	3
1231	ຮ່າງຍຸດທະສາດຊັບສິນທາງປັນຍາຮອດປີ 2030 ໄດ້ວາງບັນດາຄາດໝາຍລະອຽດຫລາຍຢ່າງ, ໃນນັ້ນ ສູ້ຊົນຮອດປີ 2030, ດັດຊະນີກ່ຽວກັບຊັບສິນທາງປັນຍາໃນດັດຊະນີປະດິດຄິດສ້າງທົ່ວໂລກ (GII) ເພີ່ມຂຶ້ນໃນລະດັບປານກາງ 10%; ສ້າງຕັ້ງ ແລະ ພັດທະນາບັນດາຂະແໜງອຸດສາຫະກຳທີ່ນຳໃຊ້ຊັບສິນທາງປັນຍາ, ປະກອບສ່ວນເຂົ້າໃນ GDP; ສູ້ຊົນຮອດປີ 2025, ມີວິສາຫະກິດ ຫວຽດນາມ ຢ່າງໜ້ອຍສຸດ 25% ແລະ ຮອດປີ 2030 ໜ້ອຍສຸດແມ່ນ 50% ນຳເຄື່ອງມືຊັບສິນທາງປັນຍາເຂົ້າໃນຍຸດທະສາດການຜະລິດ, ດຳເນີນທຸລະກິດ.	Kế hoạch chiến lược sở hữu trí tuệ đến năm 2030 đặt ra một số mục tiêu cụ thể,  trong đó phấn đấu đến năm 2030,  Chỉ số Sở hữu trí tuệ trong Chỉ số phát triển mới toàn cầu (GII) tăng trung bình 10%; hình thành và phát triển các ngành công nghiệp sử dụng sở hữu trí tuệ, đóng góp quan trọng vào GDP; Phấn đấu đến năm  2025  đạt tối thiểu  25% và đến năm 2030, ít nhất 50% doanh nghiệp Việt Nam tích hợp công cụ sở hữu trí tuệ vào chiến lược sản xuất kinh doanh.	3
1232	ໃນຮ້ານວາງສະແດງ, ສະຖານທູດຫວຽດນາມ ໄດ້ແນະນຳເອກະສານ, ໜັງສືພິມ, ພາບຖ່າຍ ຫຼາຍສະບັບກ່ຽວກັບວັດທະນະທຳ, ປະຫວັດສາດ, ປະເທດຊາດ ແລະ ຊາວຫວຽດນາມ, ພິເສດແມ່ນຜົນງານໃນການພັດທະນາທີ່ພົ້ນເດັ່ນຂອງຫວຽດນາມ.	Tại địa điểm triển lãm,  Đại sứ quán Việt Nam đã giới thiệu nhiều tài liệu, sách, ảnh về văn hóa, lịch sử, đất nước, con người Việt Nam, đặc biệt là những thành tựu phát triển nổi bật của đất nước.	3
1233	ດັດຊະນີພັດທະນາລັດຖະບານ ເອເລັກໂຕນິກຂອງ ຫວຽດນາມ ໄດ້ຮັບການຕີລາຄາຢູ່ໃນລະດັບສູງ	Việt Nam đạt điểm cao trong chỉ số phát triển chính phủ điện tử.	3
1234	ມີຫລາຍເລື່ອງເລົ່າກ່ຽວກັບປະເພດທີ່ຕ່າງກັນຂອງຄວາມສະຫຼາດຂອງກາ.	Có rất nhiều câu chuyện về trí tuệ khác nhau của quạ.	2
1235	ມັນແມ່ນອິນເຕີເນັດ, ເຊິ່ງຊ່ວຍໃຫ້ທ່ານທ່ອງເວັບຢູ່ທຸກບ່ອນໃນໂລກ GPS, ເຊິ່ງຊ່ວຍໃຫ້ທ່ານຮູ້ຢ່າງແນ່ນອນວ່າທ່ານຢູ່ບ່ອນໃດໃນໂລກ; ໜ້າ ຈໍ ສຳ ພັດ, ເຊິ່ງເຮັດໃຫ້ງ່າຍຕໍ່ການໃຊ້ ສຳ ລັບທຸກຄົນ.	Đó là Internet, cho phép bạn truy cập Internet từ mọi nơi trên thế giới; GPS, cho phép bạn xác định vị trí của mình mọi lúc mọi nơi; và màn hình cảm ứng, giúp sử dụng với mọi người dễ dàng hơn.	3
1236	ທີ່ກອງປະຊຸມສຳມະນາ, ບັນດາຜູ້ແທນເຂົ້າຮ່ວມໄດ້ປະກອບຄຳເຫັນຫຼາຍຢ່າງເຂົ້າ ຮ່າງໂຄງການ ຍຸດທະສາດແຫ່ງຊາດໃນການພັດທະນາຂະແໜງຊັບພະຍາກອນທຳມະຊາດ ແລະ ສິ່ງແວດລ້ອມ ຈົນຮອດປີ 2030, ວິໄສທັດ 2040.	Tại hội thảo, các đại biểu đã cho một số ý kiến về kế hoạch dự án Chiến lược quốc gia phát triển ngành tài nguyên và môi trường đến năm  2030,  tầm nhìn  đến năm 2040.	3
1237	ມະຫາວິທະຍາໄລນະຄອນໂຮ່ຈີມິນ ໄດ້ນຳໜ້າກ່ຽວກັບລາຍຮັບຈາກວິສາຫະກິດ, ໃນນັ້ນ ມະຫາວິທະນາໄລສັບພະວິຊາຮ່າໂນ້ຍມີດັດຊະນີກ່ຽວກັບການຄັດສະເໜີວິທະຍາສາດສູງສຸດ.	Đại học Quốc gia  Thành phố Hồ Chí Minh dẫn đầu về chỉ số thu nhập doanh nghiệp,  trong khi Đại học Bách khoa  Hà Nội có chỉ số tham chiếu khoa học cao nhất.	3
1238	ຈຳ ນວນວຽກໃຫ້ຫ້ອງສະ ໝຸດ ໄດ້ເພີ່ມຂື້ນເປັນເວລາດົນນານຫລັງຈາກປີ 1957.	Số lượng việc làm cho nghề nghiệp của thư viện đã tăng đều đặn kể từ năm 1957.	3
1239	ໂດຍປະຕິບັດຕາມຄຳຊີ້ນຳຂອງ ທ່ານນາຍົກລັດຖະມົນຕີ , ສະໜາມບິນສາກົນ ເວິນໂດ່ນ ແມ່ນສະຖານທີ່ໜຶ່ງດຽວຢູ່ພາກເໜືອ ທີ່ຈະຈັດຕັ້ງການຕ້ອນຮັບປະຊາຊົນ ແລະ ແຂກທ່ອງທ່ຽວ ຫວຽດນາມ ມາຈາກເຂດເກີດເຊື້ອພະຍາດກັບຄືນມາປະເທດ.	Dưới sự chỉ đạo của Thủ tướng Chính phủ, Cảng hàng không quốc tế Vân Đồn đã trở thành nơi duy nhất ở miền Bắc đón công dân và du khách Việt Nam trở về từ vùng dịch.	3
1240	ຫວຽດນາມ ເພີ່ມຂຶ້ນ27ຂັ້ນ ໃນຕາຕະລາງຈັດອັນດັບກຳລັງຄວາມສາ ມາດແກ້ງແຍ້ງ ອຸດສາຫະກຳທົ່ວໂລກ.	Việt Nam tăng 27 bậc trong bảng xếp hạng các cuộc thi công nghiệp toàn cầu.	3
1241	ຄະນະຊາວໜຸ່ມທົ່ວກອງທັບ ແລະ ບໍລິສັດໃຫຍ່ເສດຖະກິດເຕັກນິກ ອຸດສາຫະກໍາປ້ອງກັນປະເທດ ໄດ້ມອບເຮືອນ 100 ດົ່ງ ໃຫ້ແກ່ 2 ຄອບຄົວນະໂຍບາຍ.	Ban Thanh niên Quân đội và Công ty Kinh tế - Công nghệ Công nghiệp Quốc phòng đã trao nhà 100 đồng cho hai gia đình chính sách.	3
1242	ຊຸກຍູ້ການພັດທະນາຕະຫຼາດທຶນຮັບໃຊ້ບັນດາເປົ້າໝາຍພັດທະນາເສດຖະກິດ,ສັງຄົມ	Khuyến khích phát triển thị trường chứng khoán hỗ trợ các mục tiêu phát triển kinh tế - xã hội.	3
1243	ສູນສື່ມວນຊົນສາກົນມີອຸປະກອນວັດຖຸທັນສະໄໝ, ອິນເຕີເນັດໄວ, ອາຫານແຊບ ທີ່ເຂັ້ມຂຸ້ນໄປດ້ວຍສີສັນ ຫວຽດນາມ.	Trung tâm In ấn Quốc tế có máy móc hiện đại, internet tốc độ cao,  phục vụ các món ăn ngon, đa dạng và Việt Nam.	3
1244	World Mathematical Olympiad ແມ່ນການເສັງຄະນິດສາດສາກົນທີ່ສະຫງວນໃຫ້ນັກຮຽນມີອາຍຸແຕ່ 8 -13 ປີ, ໄດ້ຮັບການຈັດຕັ້ງປະຈຳປີ.	Olympic Toán học thế giới là một cuộc thi quốc tế dành cho học sinh từ 8 đến 13  tuổi và được tổ chức hàng năm.	3
1245	ສະ ໜັບ ສະ ໜູນ ດ້ານວິສະວະ ກຳ, ຄະນິດສາດ, ແລະວິທະຍາສາດ - ການສຶກສາໂດຍທົ່ວໄປ - ສູງຂື້ນ.	Hỗ trợ cho kỹ thuật, toán học và khoa học - giáo dục nói chung - đã tăng lên.	3
1246	ຂ້ອຍໄດ້ເຫັນ TED Fellows ໃນມື້ ທຳ ອິດຂອງຂ້ອຍທີ່ນີ້.	Tôi đã gặp TED Fellows vào ngày đầu tiên ở đây.	3
1247	ລັດຖະບານ ຫວຽດນາມ ແລະ ແດນມາກ ຮ່ວມມືກ່ຽວກັບພະລັງງານແຕ່ປີ 2008 ມາຮອດປະຈຸບັນ, ດ້ວຍແຫຼ່ງເງິນລົງທຶນຂອງລັດຖະບານ ແດນມາກ ສະຫງວນໃຫ້ ຫວຽດນາມ ປະມານ 45 ລ້ານ USD ເພື່ອຮັບໃຊ້ການພັດທະນາ, ການຜັນຂະຫຍາຍບັນດາໂຄງການລະອຽດມຸ່ງໄປເຖິງການນຳໃຊ້ພະລັງງານຢ່າງມີປະສິດທິຜົນຍືນຍົງ.	Chính phủ Việt Nam và Đan Mạch đã hợp tác trong lĩnh vực năng lượng từ năm 2008, với việc chính phủ Đan Mạch đầu tư khoảng 45 triệu USD vào Việt Nam để phát triển và thực hiện các dự án cụ thể về hiệu quả và bền vững năng lượng.	3
1248	ການເຄື່ອນໄຫວມີຄວາມໝາຍຫຼາຍຢ່າງເພື່ອຄົນທຸກຍາກໃນໂອກາດບຸນປີໃໝ່ປີຈໍ 2018	Một số hoạt động ý nghĩa đã được tổ chức để giúp đỡ người nghèo trong năm mới  2018.	3
1249	ຫວຽດນາມ ສະໜັບສະໜູນບັນດາວິສາຫະກິດ ຂອງ ແບນຊິກ ເພີ່ມທະວີການລົງທຶນເຂົ້າ ຫວຽດນາມ; ສົ່ງເສີມບັນດາວິສາຫະກິດ ອີຢູ ແລະ ແບນຊິກ ຊຸກຍູ້ວິວັດທະນາການລົງນາມ ແລະ ໃຫ້ສັດຕະຍາບັນສັນຍາການຄ້າເສລີ ຫວຽດນາມ - ສະຫະພາບເອີລົບ ເພື່ອຜົນປະໂຫຍດຂອງທັງສອງຝ່າຍ.	Việt Nam khuyến khích các doanh nghiệp Bỉ mở rộng đầu tư vào Việt Nam và khuyến khích các doanh nghiệp châu Âu, trong đó có Bỉ, đẩy nhanh quá trình ký kết và phê chuẩn Hiệp định thương mại tự do Việt Nam - EU vì lợi ích của cả hai bên.	2
1250	ພວກເຂົາໃຊ້ເງິນເປັນ ຈຳ ນວນຫຼາຍເພື່ອຊື້ຫຸ້ນຄືນຂອງພວກເຂົາ, ເຊິ່ງມັນບໍ່ຄ່ອຍຈະແຈ້ງປານໃດ.	Họ chi rất nhiều tiền để mua tài sản của riêng mình, điều này không rõ ràng.	3
1251	ວາງສະແດງວັດຖຸພັນ,ຮູບພາບ 200 ຢ່າງກ່ຽວກັບ ວັນນະຄະດີ - ສິລະປະໃນການຕໍ່ຕ້ານ (1945 – 1954)	Triển lãm  200 hiện vật, hình ảnh liên quan đến chủ đề Văn học nghệ thuật trong kháng chiến (1945-1954).	3
